RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JC455059,,9/30/2019 22:00,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",9/30/2019 22:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,500,N,MICHIGAN AVE,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,2,9,41.89097123,-87.62427695,POINT (-87.624276945562 41.890971229645)
JC455060,,9/30/2019 21:25,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/30/2019 21:28,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,103,S,MICHIGAN AVE,114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,2,9,41.88071087,-87.62419378,POINT (-87.624193779343 41.880710872108)
JC455808,,9/30/2019 21:15,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,DRIVEWAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",10/1/2019 15:09,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1030,N,STATE ST,1824,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,2,9,41.90146342,-87.62848137,POINT (-87.628481371486 41.901463414903)
JC455693,,9/30/2019 21:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/1/2019 13:50,UNABLE TO DETERMINE,NOT APPLICABLE,4918,S,MARSHFIELD AVE,931,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,2,9,41.80432612,-87.66622298,POINT (-87.666222983451 41.80432611924)
JC454969,,9/30/2019 20:55,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",9/30/2019 21:19,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5158,W,WASHINGTON BLVD,1532,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,2,9,41.88246084,-87.75502423,POINT (-87.755024227025 41.882460839962)
JC457065,,9/30/2019 20:31,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/2/2019 12:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4330,S,LAKE PARK AVE,222,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,2,9,41.81607161,-87.59844274,POINT (-87.598442736807 41.816071609195)
JC457066,,9/30/2019 20:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/2/2019 12:40,NOT APPLICABLE,NOT APPLICABLE,11320,S,WESTERN AVE,2212,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,2,9,41.68757532,-87.68116986,POINT (-87.681169860071 41.687575321872)
JC454994,Y,9/30/2019 20:30,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,UNKNOWN,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/30/2019 21:15,UNABLE TO DETERMINE,NOT APPLICABLE,4810,S,KEATING AVE,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,2,9,41.80543641,-87.74202101,POINT (-87.74202100637 41.805436409464)
JC454983,,9/30/2019 20:30,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO SIDE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",9/30/2019 21:10,UNABLE TO DETERMINE,NOT APPLICABLE,4674,W,72ND ST,833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,2,9,41.76227577,-87.73959679,POINT (-87.739596791491 41.7622757742)
JC454916,,9/30/2019 20:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",9/30/2019 20:29,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,626,N,MICHIGAN AVE,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,2,9,41.89337221,-87.62436142,POINT (-87.624361418497 41.893372214284)
JC454911,,9/30/2019 20:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/30/2019 20:10,FOLLOWING TOO CLOSELY,NOT APPLICABLE,4201,S,CICERO AVE,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,2,9,41.816738,-87.74324347,POINT (-87.743243467558 41.816738002601)
JC454909,,9/30/2019 20:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",9/30/2019 20:00,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,3800,S,CALIFORNIA AVE,911,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,0,20,2,9,41.82456623,-87.69480738,POINT (-87.69480737563 41.824566227681)
JC454905,,9/30/2019 20:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/30/2019 20:10,UNABLE TO DETERMINE,NOT APPLICABLE,6131,S,TROY ST,823,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,2,9,41.78169031,-87.70184986,POINT (-87.701849862231 41.781690307863)
JC454882,,9/30/2019 19:52,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/30/2019 19:52,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1345,N,PULASKI RD,2535,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,2,9,41.90579384,-87.72625114,POINT (-87.726251137072 41.905793840339)
JC454885,,9/30/2019 19:39,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/30/2019 19:48,EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,11843,S,MICHIGAN AVE,532,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,2,9,41.67861019,-87.62038056,POINT (-87.620380560546 41.678610191186)
JC455738,,9/30/2019 19:32,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/1/2019 14:30,UNABLE TO DETERMINE,NOT APPLICABLE,5135,S,KENWOOD AVE,234,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,2,9,41.80128029,-87.59330145,POINT (-87.593301448238 41.801280292623)
JC459854,,9/30/2019 19:30,20,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/4/2019 14:00,UNABLE TO DETERMINE,NOT APPLICABLE,6054,S,DAMEN AVE,714,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,2,9,41.78318436,-87.67415389,POINT (-87.674153891355 41.783184360398)
JC454996,,9/30/2019 19:30,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,9/30/2019 21:20,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2632,W,LAWRENCE AVE,2031,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,2,9,41.96867023,-87.69516275,POINT (-87.695162747502 41.968670225899)
JC454894,,9/30/2019 19:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",9/30/2019 20:02,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1200,N,HALSTED ST,1822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,19,2,9,41.90369831,-87.64824535,POINT (-87.648245350626 41.90369830765)
JC454889,N,9/30/2019 19:15,0,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/30/2019 19:34,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,40,S,HALSTED ST,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,2,9,41.88055425,-87.64747041,POINT (-87.647470405718 41.880554245414)
JC454880,,9/30/2019 19:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/30/2019 19:55,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4132,W,26TH ST,1013,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,2,9,41.8443118,-87.72841833,POINT (-87.728418325989 41.844311795259)
JC454902,,9/30/2019 19:09,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,FIXED OBJECT,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/30/2019 19:11,UNABLE TO DETERMINE,NOT APPLICABLE,5200,W,FULLERTON AVE,2515,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,2,9,41.9242158,-87.75621076,POINT (-87.756210754589 41.924215797231)
JC454865,,9/30/2019 19:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",9/30/2019 19:20,UNABLE TO DETERMINE,NOT APPLICABLE,1621,N,CAMPBELL AVE,1434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,2,9,41.91095211,-87.6895301,POINT (-87.689530101954 41.910952112093)
JC454821,,9/30/2019 18:49,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,N,"OVER $1,500",9/30/2019 18:49,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",UNABLE TO DETERMINE,11235,S,HAMLET AVE,2234,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,2,9,41.6893192,-87.66062567,POINT (-87.660625664706 41.689319198726)
JC454829,,9/30/2019 18:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/30/2019 19:13,NOT APPLICABLE,NOT APPLICABLE,5500,S,HOMAN AVE,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,2,9,41.79334892,-87.70860226,POINT (-87.708602263589 41.793348923517)
JC454812,,9/30/2019 18:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/30/2019 19:12,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4500,W,LAKE ST,1113,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,2,9,41.88628271,-87.73820659,POINT (-87.738206592881 41.886282714158)
JC454810,,9/30/2019 18:45,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",9/30/2019 18:45,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,4647,W,IRVING PARK RD,1731,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,18,2,9,41.95333835,-87.74453448,POINT (-87.744534483846 41.953338348432)
JC454787,,9/30/2019 18:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/30/2019 18:45,FAILING TO REDUCE SPEED TO AVOID CRASH,IMPROPER OVERTAKING/PASSING,1198,E,55TH ST,233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,2,9,41.79517545,-87.59660148,POINT (-87.596601477337 41.795175450181)
JC454931,,9/30/2019 18:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/30/2019 20:15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,162,E,ONTARIO ST,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,2,9,41.89346947,-87.62289419,POINT (-87.622894190259 41.893469467647)
JC454817,,9/30/2019 18:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",9/30/2019 18:51,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,4932,W,FOSTER AVE,1621,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,2,9,41.97539461,-87.7517466,POINT (-87.75174659886 41.975394608046)
JC454823,,9/30/2019 18:37,30,OTHER,OTHER,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,OTHER,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/30/2019 18:40,NOT APPLICABLE,NOT APPLICABLE,3000,W,IRVING PARK RD,1724,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,2,9,41.95405926,-87.70319086,POINT (-87.703190855774 41.954059261484)
JC454847,,9/30/2019 18:35,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,"OVER $1,500",9/30/2019 18:36,UNABLE TO DETERMINE,NOT APPLICABLE,2100,W,51ST ST,931,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,2,9,41.80131169,-87.6770451,POINT (-87.677045098198 41.801311690389)
JC454811,,9/30/2019 18:30,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,REAR END,CENTER TURN LANE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/30/2019 18:45,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2332,W,CHICAGO AVE,1212,,,,,,,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,18,2,9,41.89587124,-87.68573701,POINT (-87.685737007899 41.895871235895)
JC454794,,9/30/2019 18:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/30/2019 18:47,NOT APPLICABLE,NOT APPLICABLE,429,N,ST LOUIS AVE,1123,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,2,9,41.88917877,-87.71353985,POINT (-87.713539845086 41.889178771495)
JC454815,,9/30/2019 18:25,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",9/30/2019 18:31,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,212,S,HALSTED ST,1232,,,,,,,2,"REPORTED, NOT EVIDENT",3,0,0,0,3,2,0,18,2,9,41.87880138,-87.6474162,POINT (-87.647416202906 41.878801378163)
JC454841,,9/30/2019 18:15,15,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DUSK,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",9/30/2019 19:38,UNABLE TO DETERMINE,NOT APPLICABLE,6525,W,DIVERSEY AVE,2512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,2,9,41.93083392,-87.78913379,POINT (-87.789133787544 41.93083391524)
JC454776,,9/30/2019 18:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",9/30/2019 18:44,UNABLE TO DETERMINE,UNABLE TO DETERMINE,336,W,ONTARIO ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,2,9,41.89325671,-87.6370078,POINT (-87.637007797127 41.893256711085)
JC456238,,9/30/2019 18:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,10/1/2019 19:15,UNABLE TO DETERMINE,NOT APPLICABLE,5400,W,CHICAGO AVE,1524,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,18,2,9,41.89499946,-87.76071912,POINT (-87.760719120668 41.894999462566)
JC456199,,9/30/2019 18:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",10/1/2019 19:10,UNABLE TO DETERMINE,NOT APPLICABLE,13429,S,AVENUE N,433,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,2,9,41.65095855,-87.53852069,POINT (-87.538520690541 41.650958554314)
JC455970,,9/30/2019 18:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/1/2019 16:45,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,6800,W,ADDISON ST,1632,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,2,9,41.94558764,-87.79605171,POINT (-87.796051711044 41.945587639762)
JC454840,,9/30/2019 18:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/30/2019 19:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1600,E,130TH ST,434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,2,9,41.66042281,-87.58639179,POINT (-87.586391793459 41.660422810648)
JC454739,,9/30/2019 18:00,30,SCHOOL ZONE,OTHER,CLEAR,DUSK,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",9/30/2019 18:01,EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,3915,W,111TH ST,2211,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,2,9,41.69118534,-87.71851738,POINT (-87.718517381677 41.691185342711)
JC454730,,9/30/2019 18:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/30/2019 18:15,UNABLE TO DETERMINE,NOT APPLICABLE,5138,W,NELSON ST,2521,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,2,9,41.93608539,-87.75570741,POINT (-87.755707411581 41.936085387368)
JC454728,,9/30/2019 18:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,9/30/2019 18:15,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,198,W,GARFIELD BLVD,225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,2,9,41.794677,-87.63048785,POINT (-87.630487850767 41.79467700255)
JC454777,,9/30/2019 17:58,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/30/2019 18:01,FAILING TO YIELD RIGHT-OF-WAY,FOLLOWING TOO CLOSELY,9900,S,BELL AVE,2213,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,2,9,41.71361615,-87.67835506,POINT (-87.678355057283 41.713616150393)
JC454760,,9/30/2019 17:55,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,9/30/2019 18:25,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4250,W,LAWRENCE AVE,1712,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,2,9,41.96827399,-87.73505747,POINT (-87.73505746599 41.968273994109)
